code,month,december,Yreli,Yprev,Eprev,Ereli,board,easting,northing,dispensing,perc_white,price_med,pm10,pm25,urban
18216,Dec-15,1,128,43,26.60820593,112.2312991,DUMFRIES AND GALLOWAY,276.982,563.407,N,98.376184,135000,9.443353991,4.593520079,smalltown
18235,Dec-15,1,41,21,13.10408411,55.27198594,DUMFRIES AND GALLOWAY,263.394,577.486,Y,99.7833153,164000,8.961891389,4.571027711,rural
18240,Dec-15,1,192,43,34.66792058,146.2265353,DUMFRIES AND GALLOWAY,282.991,560.814,N,99.3883792,140000,10.29611416,4.262698405,smalltown
18254,Dec-15,1,87,21,19.64036477,82.84149858,DUMFRIES AND GALLOWAY,296.489,566.147,Y,98.8636364,164000,8.590407237,4.154554985,rural
18273,Dec-15,1,397,91,50.14834258,211.5217258,DUMFRIES AND GALLOWAY,297.398,575.701,N,93.4834123,105000,9.504329985,4.850585775,urban
18288,Dec-15,1,147,25,22.41663597,94.55158997,DUMFRIES AND GALLOWAY,298.864,579.183,N,99.5426829,123950,9.560263562,4.73327699,smalltown
18305,Dec-15,1,347,73,62.33002739,262.9031047,DUMFRIES AND GALLOWAY,296.219,576.558,N,98.1751825,106011,9.554203478,4.895122883,urban
18310,Dec-15,1,458,110,77.4870332,326.8341513,DUMFRIES AND GALLOWAY,298.757,575.534,N,99.2877493,117000,9.112745715,4.49458563,urban
18324,Dec-15,1,276,18,31.50464746,132.8841006,DUMFRIES AND GALLOWAY,278.051,610.102,N,100,69000,9.012855401,4.459876281,rural
18339,Dec-15,1,182,35,26.56737835,112.0590916,DUMFRIES AND GALLOWAY,287.819,594.837,N,99.3520518,127500,9.725355201,4.865395797,rural
18343,Dec-15,1,147,22,28.23760101,119.1039581,DUMFRIES AND GALLOWAY,286.89,584.338,Y,99.611399,2.00E+05,8.63613236,4.290746621,rural
18358,Dec-15,1,286,57,39.56675865,166.8894452,DUMFRIES AND GALLOWAY,313.511,581.664,N,99.5337995,125000,10.31285047,5.416918703,smalltown
18377,Dec-15,1,174,43,33.59962224,141.7205378,DUMFRIES AND GALLOWAY,308.275,582.475,N,99.0084986,166000,9.583422131,5.094807611,rural
18381,Dec-15,1,97,24,18.72718402,78.9897747,DUMFRIES AND GALLOWAY,308.451,605.175,Y,99.3650794,150000,9.349393352,4.595696412,rural
18396,Dec-15,1,139,50,21.50457179,90.70457571,DUMFRIES AND GALLOWAY,308.357,605.306,Y,99.3650794,150000,9.349393352,4.595696412,rural
18409,Dec-15,1,260,48,43.63944523,184.0677137,DUMFRIES AND GALLOWAY,319.296,566.484,N,97.7272727,82000,9.282661834,4.761758514,smalltown
18413,Dec-15,1,307,87,50.06027846,211.1502783,DUMFRIES AND GALLOWAY,319.296,566.484,N,97.7272727,82000,9.282661834,4.761758514,smalltown
18428,Dec-15,1,242,58,32.06167278,135.2335892,DUMFRIES AND GALLOWAY,331.783,567.089,N,99.8730964,115000,10.03632124,5.337150398,smalltown
18432,Dec-15,1,102,31,15.52323763,65.47578333,DUMFRIES AND GALLOWAY,339.303,576.473,Y,98.8493724,85000,9.30532077,4.897543103,rural
18447,Dec-15,1,85,17,20.4202783,86.13111188,DUMFRIES AND GALLOWAY,336.386,584.491,N,98.4126984,85000,9.298364746,4.920504775,rural
18451,Dec-15,1,124,28,16.85346796,71.0865892,DUMFRIES AND GALLOWAY,319.317,574.547,Y,99.365942,95500,11.39584315,6.393655376,rural
18560,Dec-15,1,397,61,79.61527373,335.8109008,DUMFRIES AND GALLOWAY,297.051,576.311,N,98.3901515,85000,9.82256349,5.102175358,urban
18574,Dec-15,1,194,39,15.1348468,63.83758164,DUMFRIES AND GALLOWAY,209.734,550.194,Y,99.7624703,120000,9.200334573,4.40500754,rural
18589,Dec-15,1,90,8,12.18129447,51.37973251,DUMFRIES AND GALLOWAY,220.308,557.594,Y,99.1395793,96000,8.526661829,4.027346502,rural
18593,Dec-15,1,179,57,34.37528734,144.9922316,DUMFRIES AND GALLOWAY,206.334,560.298,N,99.6714129,80000,9.77742745,4.97153893,urban
18611,Dec-15,1,197,29,22.12229609,93.31008775,DUMFRIES AND GALLOWAY,244.613,540.691,Y,99.1556092,79250,9.473056323,4.804635896,rural
20004,Dec-15,1,142,20,43.93742078,185.3245509,FIFE,357.198,704.106,N,99.3431856,154950,10.32387262,5.065059964,smalltown
20057,Dec-15,1,182,31,41.19682549,173.7649377,FIFE,323.88,711.486,Y,98.6419753,140000,10.20636562,5.037949858,rural
20108,Dec-15,1,311,36,47.87818364,201.9463757,FIFE,335.535,698.61,N,98.1818182,55750,9.650746791,4.801189997,urban
20151,Dec-15,1,199,36,35.44132983,149.4887141,FIFE,323.45,685.808,N,98.4971098,98000,9.182602033,4.452041747,smalltown
20184,Dec-15,1,61,13,9.880534133,41.67530817,FIFE,323.45,685.808,N,98.4971098,98000,9.182602033,4.452041747,smalltown
20254,Dec-15,1,123,26,20.85391762,87.96016812,FIFE,318.985,693.591,N,98.4063745,83500,10.08459577,5.097904093,smalltown
20305,Dec-15,1,405,97,67.92614796,286.5070968,FIFE,316.04,691.721,N,99.1404011,61720,10.40261415,5.393342352,urban
20358,Dec-15,1,137,24,27.34739627,115.3491453,FIFE,314.669,689.196,N,98.5897436,78800,11.06065222,5.549762627,urban
20409,Dec-15,1,204,43,54.14914174,228.3967788,FIFE,337.236,715.005,N,99.4467497,110000,10.43918644,5.162023328,smalltown
20413,Dec-15,1,176,55,48.23280945,203.4421592,FIFE,337.236,715.005,N,99.4467497,110000,10.43918644,5.162023328,smalltown
20451,Dec-15,1,313,64,65.11050163,274.6309242,FIFE,309.77,686.885,N,96.1538462,79250,10.9135466,5.492256129,urban
20466,Dec-15,1,295,58,77.22028541,325.7090303,FIFE,310.909,688.665,N,98.0589023,135000,10.08014632,5.061989641,urban
20471,Dec-15,1,121,36,55.94243267,235.9607375,FIFE,310.028,686.327,N,98.7084871,79250,10.64955615,5.483687661,urban
20485,Dec-15,1,230,49,57.82363341,243.8954928,FIFE,309.762,687.033,N,96.5517241,79250,10.27872789,5.135737366,urban
20490,Dec-15,1,243,67,61.74442049,260.4330613,FIFE,309.891,687.886,N,96.4421855,110000,10.27872789,5.135737366,urban
20502,Dec-15,1,208,42,35.56262793,150.0003399,FIFE,311.869,686.772,N,97.6190476,91500,11.1638846,6.002331005,urban
20606,Dec-15,1,217,30,47.00558537,198.2658255,FIFE,325.986,701.055,N,97.7119785,58000,9.695659186,4.703306241,urban
20611,Dec-15,1,345,77,54.44683134,229.6524099,FIFE,327.62,702.321,N,98.4227129,72500,9.45055759,4.560336679,urban
20630,Dec-15,1,262,54,35.44296838,149.4956254,FIFE,325.986,701.055,N,97.7119785,58000,9.695659186,4.703306241,urban
20659,Dec-15,1,385,122,59.19145961,249.6648751,FIFE,328.226,700.385,N,97.640118,75500,10.10991206,4.984220057,urban
20663,Dec-15,1,268,61,56.11782108,236.7005119,FIFE,327.915,699.499,N,98.3847283,75500,9.965622512,4.830072434,urban
20729,Dec-15,1,163,29,30.27507221,127.6978499,FIFE,300.673,686.591,N,99.3318486,102500,9.539896373,4.791694662,smalltown
20752,Dec-15,1,446,89,122.5299034,516.8214,FIFE,313.043,682.74,N,97.9777553,76500,10.60484509,5.194631763,urban
20803,Dec-15,1,278,67,46.23230775,195.0042019,FIFE,314.272,694.373,N,98.0670103,73500,10.21175968,5.183080942,smalltown
20856,Dec-15,1,130,29,24.69988515,104.1821537,FIFE,335.176,702.369,N,99.3131868,82500,10.01032664,4.920707782,urban
20907,Dec-15,1,105,29,23.18374066,97.78717664,FIFE,326.921,686.887,N,98.6631016,125000,9.200940432,4.478025205,rural
20950,Dec-15,1,213,51,40.67572118,171.5669611,FIFE,327.651,691.049,N,97.810219,98000,9.803375863,4.808108538,urban
20964,Dec-15,1,131,49,45.84289112,193.3616735,FIFE,328.032,693.311,N,93.4740883,109000,10.18817809,5.126500026,urban
20979,Dec-15,1,272,89,51.62948746,217.7690772,FIFE,327.127,692.298,N,97.8461538,88000,9.708068387,4.728590119,urban
20983,Dec-15,1,175,50,44.56129078,187.955985,FIFE,327.83,691.567,N,94.5626478,98000,9.803375863,4.808108538,urban
20998,Dec-15,1,422,65,67.4544861,284.5176645,FIFE,328.739,692.467,N,97.0940171,95750,9.808993405,4.809174712,urban
21007,Dec-15,1,216,53,43.49562955,183.4611106,FIFE,328.032,693.311,N,93.4740883,109000,10.18817809,5.126500026,urban
21011,Dec-15,1,177,48,37.89315904,159.830335,FIFE,328.032,693.311,N,93.4740883,109000,10.18817809,5.126500026,urban
21026,Dec-15,1,42,5,10.63888779,44.87398366,FIFE,328.032,693.311,N,93.4740883,109000,10.18817809,5.126500026,urban
21101,Dec-15,1,106,24,30.69821302,129.4826242,FIFE,330.492,709.649,N,98.5488127,167000,10.32319718,5.061192387,rural
21153,Dec-15,1,162,33,41.63691462,175.6211987,FIFE,324.515,701.558,N,99.1784038,58000,9.594049937,4.678399698,urban
21204,Dec-15,1,76,25,23.93749639,100.9664584,FIFE,342.472,720.771,N,97.5881262,192500,10.63599499,5.211014589,rural
21257,Dec-15,1,256,62,61.04875839,257.4988138,FIFE,338.146,700.93,N,96.9298246,75000,8.999224001,4.377773344,urban
21276,Dec-15,1,113,31,26.79856823,113.0342322,FIFE,338.146,700.93,N,96.9298246,75000,8.999224001,4.377773344,urban
21308,Dec-15,1,49,6,17.60672441,74.26376507,FIFE,306.612,683.566,N,98.2758621,169000,9.188927231,4.495349706,rural
21384,Dec-15,1,165,25,32.80143048,138.3538284,FIFE,318.547,693.681,N,99.9022483,83500,10.08459577,5.097904093,urban
21421,Dec-15,1,336,53,47.46336268,200.1966938,FIFE,317.992,696.726,N,99.1477273,55000,9.453793646,4.690362493,smalltown
21435,Dec-15,1,112,21,21.61042848,91.15107082,FIFE,318.547,693.681,N,99.9022483,83500,10.08459577,5.097904093,urban
21440,Dec-15,1,85,19,14.46168867,60.99825411,FIFE,318.547,693.681,N,99.9022483,83500,10.08459577,5.097904093,urban
21454,Dec-15,1,117,26,40.00635758,168.7436386,FIFE,329.823,701.645,N,100,90000,9.845534299,4.853175382,urban
21505,Dec-15,1,325,62,42.33482348,178.5649228,FIFE,336.164,699.749,N,99.127182,68500,9.298354299,4.568003956,urban
21558,Dec-15,1,120,24,25.9929508,109.6362019,FIFE,323.454,718.309,N,98.3314794,96000,9.219611205,4.541079286,rural
21609,Dec-15,1,293,63,66.32445391,279.7512785,FIFE,342.399,727.696,N,99.0610329,161000,10.66463575,5.227570591,smalltown
21651,Dec-15,1,182,47,24.72306995,104.2799453,FIFE,302.563,689.174,N,98.8235294,102500,9.808688316,4.860004654,smalltown
21666,Dec-15,1,113,28,24.9419049,105.2029737,FIFE,302.563,689.174,N,98.8235294,102500,9.808688316,4.860004654,smalltown
21736,Dec-15,1,147,24,35.10966188,148.0897651,FIFE,354.842,702.626,N,99.1438356,149600,9.091850532,4.419723759,smalltown
21755,Dec-15,1,193,31,57.61613215,243.020269,FIFE,310.915,684.54,N,98.6046512,89250,10.8483441,5.465392176,urban
21760,Dec-15,1,165,26,36.05190987,152.0640923,FIFE,311.771,683.939,N,99.1638796,84250,10.80899642,5.434468095,urban
21825,Dec-15,1,107,25,44.99582881,189.7888319,FIFE,350.277,715.304,N,95.1066499,171000,10.81757447,5.363655777,urban
25012,Dec-15,1,238,65,56.70094065,239.160064,FORTH VALLEY,289.195,693.83,N,98.8965517,67000,10.03511888,5.03590757,urban
25027,Dec-15,1,318,78,59.54600372,251.160314,FORTH VALLEY,289.195,693.83,N,98.8965517,67000,10.03511888,5.03590757,urban
25031,Dec-15,1,203,33,46.44047623,195.88224,FORTH VALLEY,289.195,693.83,N,98.8965517,67000,10.03511888,5.03590757,urban
25046,Dec-15,1,359,90,81.62552049,344.289962,FORTH VALLEY,288.064,696.937,N,98.7598647,125000,10.23829374,5.110178843,smalltown
25051,Dec-15,1,74,18,19.02444696,80.24360617,FORTH VALLEY,254.674,688.606,N,99.3048659,178000,8.344116061,4.016955496,rural
25065,Dec-15,1,61,24,16.68308599,70.36793156,FORTH VALLEY,256.242,679.198,N,98.9690722,134639,8.482398148,4.07107872,rural
25070,Dec-15,1,155,50,27.47168551,115.8733874,FORTH VALLEY,299.49,681.076,N,98.3918129,81000,9.397520074,4.6141594,urban
25084,Dec-15,1,220,72,55.51805274,234.1707367,FORTH VALLEY,299.49,681.076,N,98.3918129,81000,9.397520074,4.6141594,urban
25099,Dec-15,1,111,32,20.64527255,87.08011979,FORTH VALLEY,300.259,680.707,N,99.8432602,87500,10.15005391,4.995144525,urban
25101,Dec-15,1,98,36,45.77661835,193.0821402,FORTH VALLEY,279.106,697.31,N,90.0259067,222155,9.416310404,4.643673684,urban
25116,Dec-15,1,93,20,14.11618609,59.54095167,FORTH VALLEY,263.775,707.239,N,98.5040276,161250,8.015809199,3.757763325,smalltown
25121,Dec-15,1,64,23,16.09240457,67.87648426,FORTH VALLEY,263.775,707.239,N,98.5040276,161250,8.015809199,3.757763325,smalltown
25135,Dec-15,1,175,56,38.63086515,162.9419208,FORTH VALLEY,291.191,691.887,N,98.9664083,78250,10.26328493,5.189203665,smalltown
25169,Dec-15,1,167,32,37.85289882,159.6605206,FORTH VALLEY,283.414,691.796,N,99.5412844,89100,10.00163447,5.043795743,rural
25173,Dec-15,1,145,53,33.98632006,143.3515985,FORTH VALLEY,281.121,682.748,N,98.1981982,76250,9.582861633,4.734412848,urban
25188,Dec-15,1,319,93,57.2647562,241.5381932,FORTH VALLEY,281.182,682.965,N,97.7099237,76250,9.582861633,4.734412848,urban
25192,Dec-15,1,152,31,30.49511451,128.6259708,FORTH VALLEY,282.023,680.663,N,98.7279843,79800,9.766863922,4.851046994,urban
25205,Dec-15,1,227,62,54.78339679,231.0720162,FORTH VALLEY,282.023,680.663,N,98.7279843,79800,9.766863922,4.851046994,urban
25210,Dec-15,1,116,43,33.03759502,139.3499517,FORTH VALLEY,296.378,697.881,N,98.1601732,169750,9.031868831,4.373112872,rural
25224,Dec-15,1,124,60,26.0900973,110.0459581,FORTH VALLEY,272.691,701.422,N,99.6815287,205000,9.075935314,4.508075611,rural
25243,Dec-15,1,199,68,68.40617505,288.5318129,FORTH VALLEY,277.832,701.205,N,97.9919679,210000,8.897107414,4.263496293,smalltown
25262,Dec-15,1,323,66,49.885176,210.41171,FORTH VALLEY,289.342,680.561,N,97.044335,52875,9.985435998,4.983652512,urban
25277,Dec-15,1,86,21,16.87333027,71.17036686,FORTH VALLEY,288.809,679.745,N,97.3013493,85000,9.85470969,4.898165557,urban
25281,Dec-15,1,271,76,69.10943076,291.4980896,FORTH VALLEY,288.683,680.358,N,95.1428571,52875,10.31579602,5.188458703,urban
25309,Dec-15,1,211,61,37.39932909,157.7473995,FORTH VALLEY,288.802,680.667,N,96.6318235,52875,10.31579602,5.188458703,urban
25313,Dec-15,1,236,31,54.95489534,231.7953835,FORTH VALLEY,286.946,680.369,N,97.3201693,54500,14.84866726,8.059242533,urban
25332,Dec-15,1,213,69,56.70148532,239.1623613,FORTH VALLEY,292.861,682.063,N,97.5986278,74000,9.925805787,4.945879184,urban
25347,Dec-15,1,120,46,29.82157511,125.7850351,FORTH VALLEY,252.331,686.189,N,100,178000,7.979548824,3.755805452,rural
25351,Dec-15,1,37,10,10.92840733,46.0951541,FORTH VALLEY,257.376,732.895,N,99.377916,182250,7.765699309,3.656026281,rural
25366,Dec-15,1,60,18,14.28258289,60.24280017,FORTH VALLEY,265.044,694.63,Y,99.516129,232500,8.914752938,4.415173822,rural
25390,Dec-15,1,129,49,40.62566597,171.3558322,FORTH VALLEY,286.733,682.823,N,98.8476312,80000,9.806880024,4.866031827,urban
25402,Dec-15,1,100,43,24.30285675,102.5075194,FORTH VALLEY,286.733,682.823,N,98.8476312,80000,9.806880024,4.866031827,urban
25436,Dec-15,1,53,21,18.08416432,76.27756867,FORTH VALLEY,292.677,678.497,N,98.4158416,105611,9.535951027,4.724688529,urban
25441,Dec-15,1,195,43,46.41206259,195.7623935,FORTH VALLEY,292.677,678.497,N,98.4158416,105611,9.535951027,4.724688529,urban
25455,Dec-15,1,161,41,48.26051048,203.5589999,FORTH VALLEY,292.677,678.497,N,98.4158416,105611,9.535951027,4.724688529,urban
25460,Dec-15,1,337,72,63.16127156,266.4092266,FORTH VALLEY,292.677,678.497,N,98.4158416,105611,9.535951027,4.724688529,urban
25474,Dec-15,1,81,13,12.23439983,51.60372671,FORTH VALLEY,285.431,673.03,N,98.9667049,95500,9.563589667,4.910727269,rural
25506,Dec-15,1,230,78,44.8039959,188.979696,FORTH VALLEY,279.254,692.92,N,96.3382738,96800,9.460168064,4.768984204,urban
25525,Dec-15,1,87,7,26.59234694,112.1644072,FORTH VALLEY,279.508,694.399,N,87.2625698,92000,9.637862005,4.876552378,urban
25544,Dec-15,1,275,74,52.26279841,220.4403325,FORTH VALLEY,291.588,696.946,N,97.9946524,85000,9.857071691,4.838756378,smalltown
25559,Dec-15,1,70,20,37.06330378,156.3300714,FORTH VALLEY,280.977,696.87,N,89.4947474,176250,9.286915115,4.595322559,urban
25582,Dec-15,1,134,24,52.25026191,220.3874545,FORTH VALLEY,279.237,693.005,N,96.3382738,96800,9.772608341,5.008505532,urban
25597,Dec-15,1,99,24,21.94255032,92.55193438,FORTH VALLEY,286.733,682.823,N,98.8476312,80000,9.806880024,4.866031827,urban
25600,Dec-15,1,238,62,59.0309044,248.987666,FORTH VALLEY,280.539,690.65,N,98.9361702,129000,9.454490656,4.649378665,urban
25629,Dec-15,1,31,7,7.740015827,32.64677197,FORTH VALLEY,252.29,700.96,Y,99.0118577,178000,8.297924288,4.110842506,rural
25633,Dec-15,1,46,9,8.521722226,35.94394748,FORTH VALLEY,257.233,693.884,Y,97.9508197,178000,8.502847869,4.239896142,rural
25648,Dec-15,1,103,22,41.3781735,174.5298492,FORTH VALLEY,287.211,683.095,N,99.120603,80000,9.614282604,4.753037647,urban
25652,Dec-15,1,115,20,23.68540478,99.90315605,FORTH VALLEY,288.348,681.773,N,98.1389578,80500,10.37338821,5.206540638,urban
25671,Dec-15,1,137,32,29.77746589,125.5989859,FORTH VALLEY,286.733,682.823,N,98.8476312,80000,9.806880024,4.866031827,urban
25686,Dec-15,1,101,28,20.79020481,87.69143251,FORTH VALLEY,279.514,693.153,N,96.3382738,96800,9.772608341,5.008505532,urban
25691,Dec-15,1,81,16,11.64648715,49.12395774,FORTH VALLEY,279.645,693.636,N,89.1503268,96800,9.772608341,5.008505532,urban
25737,Dec-15,1,330,68,57.26900917,241.5561318,FORTH VALLEY,279.588,693.815,N,78.1071836,96800,9.772608341,5.008505532,urban
25864,Dec-15,1,275,65,58.64356659,247.3539059,FORTH VALLEY,293.778,680.817,N,96.963761,74000,10.07681327,5.046073618,urban
25883,Dec-15,1,104,26,27.45433776,115.800216,FORTH VALLEY,288.293,679.865,N,98.3557549,105000,9.85470969,4.898165557,urban
30030,Dec-15,1,201,30,59.11337203,249.3355079,GRAMPIAN,391.993,803.172,N,83.9458414,142500,10.30453978,5.212914711,urban
30059,Dec-15,1,307,78,56.02959809,236.3283944,GRAMPIAN,393.17,805.747,N,81.2362031,135000,12.05464086,6.642256882,urban
30078,Dec-15,1,198,24,56.26234029,237.3100824,GRAMPIAN,393.611,806.424,N,85.7287449,125000,12.21138008,6.818145899,urban
30082,Dec-15,1,145,36,41.63590698,175.6169485,GRAMPIAN,393.586,805.016,N,90.8987486,174500,12.05464086,6.642256882,urban
30203,Dec-15,1,308,90,64.63338399,272.6184799,GRAMPIAN,391.805,806.916,N,83.7772397,320000,10.48921554,5.353214901,urban
30218,Dec-15,1,110,35,42.77925182,180.4394863,GRAMPIAN,392.174,805.747,N,94.2057942,360000,10.96824011,5.765396378,urban
30256,Dec-15,1,107,21,13.76917204,58.077274,GRAMPIAN,388.953,809.54,N,99.1858887,150000,10.30639535,5.076050544,urban
30261,Dec-15,1,168,18,29.08906153,122.695351,GRAMPIAN,391.805,806.916,N,83.7772397,320000,10.48921554,5.353214901,urban
30275,Dec-15,1,294,51,39.98005454,168.6326945,GRAMPIAN,394.822,804.929,N,96.6573816,82000,10.98036112,5.72280316,urban
30280,Dec-15,1,253,61,65.60683706,276.7244276,GRAMPIAN,389.446,812.897,N,94.2794279,187000,10.32707186,5.192245481,urban
30307,Dec-15,1,137,49,68.54664554,289.1243063,GRAMPIAN,391.51,804.987,N,90.3286385,286250,10.07905326,5.040625812,urban
30401,Dec-15,1,317,79,74.35427069,313.6204079,GRAMPIAN,393.796,803.326,N,96.2593516,153333,10.09216726,5.030205629,urban
30504,Dec-15,1,448,86,104.1718833,439.3887296,GRAMPIAN,394.251,808.086,N,81.4602133,118000,11.59190502,6.363659904,urban
30627,Dec-15,1,259,60,50.41507221,212.6467701,GRAMPIAN,394.825,807.073,N,83.5892514,123500,11.61785838,6.301052636,urban
30701,Dec-15,1,306,60,72.69052961,306.6028801,GRAMPIAN,393.571,807.401,N,88.7431694,125000,11.3069373,6.008622969,urban
30769,Dec-15,1,240,58,30.99201277,130.7218482,GRAMPIAN,390.533,808.405,N,95.0248756,125000,9.752622144,4.790361931,urban
30805,Dec-15,1,89,15,25.92088183,109.3322207,GRAMPIAN,393.072,806.722,N,89.8282695,135000,12.21138008,6.818145899,urban
30909,Dec-15,1,224,63,57.64548534,243.1440784,GRAMPIAN,392.71,805.764,N,94.0315315,170100,10.96824011,5.765396378,urban
30913,Dec-15,1,97,30,52.47394896,221.3309487,GRAMPIAN,393.927,807.774,N,86.4960282,125000,11.3069373,6.008622969,urban
30951,Dec-15,1,146,45,59.70982242,251.8512882,GRAMPIAN,393.105,805.894,N,87.7388535,135000,12.05464086,6.642256882,urban
30971,Dec-15,1,223,73,54.49357314,229.8495631,GRAMPIAN,393.05,806.085,N,87.7388535,135000,12.21138008,6.818145899,urban
31009,Dec-15,1,146,45,45.83036824,193.3088529,GRAMPIAN,393.241,805.835,N,87.7388535,135000,12.05464086,6.642256882,urban
31141,Dec-15,1,262,65,65.89435494,277.9371552,GRAMPIAN,392.72,808.731,N,91.2075029,142500,10.68163594,5.498597167,urban
31206,Dec-15,1,280,93,80.01582433,337.5003914,GRAMPIAN,393.896,809.928,Y,94.3089431,163000,10.16470905,5.099234933,urban
31211,Dec-15,1,239,41,62.00430089,261.5292162,GRAMPIAN,389.52,809.733,N,94.2098914,150000,9.945485211,4.972050833,urban
31230,Dec-15,1,78,30,48.96697067,206.5387929,GRAMPIAN,389.124,802.714,N,90.3508772,355450,9.940591974,4.848111173,urban
31244,Dec-15,1,181,45,51.83537286,218.6374855,GRAMPIAN,384.106,800.919,N,97.515528,164250,9.396694197,4.49965334,smalltown
31259,Dec-15,1,111,31,30.05411306,126.7658617,GRAMPIAN,391.823,810.209,N,97.4910394,168500,9.886160423,4.884137011,urban
31333,Dec-15,1,9,11,9.173202475,38.69183942,GRAMPIAN,387.282,801.443,N,92.962963,355450,9.685450776,4.661361206,smalltown
31418,Dec-15,1,169,29,42.9047575,180.9688592,GRAMPIAN,368.72,864.493,N,98.7878788,90000,9.533319458,4.598432388,smalltown
31437,Dec-15,1,46,13,18.29199238,77.15417093,GRAMPIAN,370.887,864.109,Y,99.4117647,101000,10.12914897,5.011586361,smalltown
31456,Dec-15,1,133,22,18.85273962,79.51935825,GRAMPIAN,358.559,865.809,N,99.4186047,130000,10.1578113,4.886106121,rural
31511,Dec-15,1,386,69,62.03642282,261.6647039,GRAMPIAN,399.263,866.96,N,98.4897519,76000,10.68716599,5.610104404,urban
31531,Dec-15,1,144,44,41.41234248,174.6739712,GRAMPIAN,388.242,855.783,N,99.1534392,163500,10.21840132,5.162715709,rural
31545,Dec-15,1,315,63,55.55091906,234.3093642,GRAMPIAN,398.912,866.329,N,98.9520958,108500,10.26377766,5.164827449,urban
31601,Dec-15,1,129,49,21.21252407,89.47274162,GRAMPIAN,405.269,856.82,Y,99.5750708,195400,10.0651267,4.698374632,rural
31615,Dec-15,1,120,37,24.31945104,102.5775128,GRAMPIAN,404.887,837.222,N,98.7510408,144000,9.94585184,4.700017022,rural
31620,Dec-15,1,320,83,60.36387623,254.6100353,GRAMPIAN,399.507,848.178,N,99.8344371,125000,10.20515227,4.955412577,rural
31634,Dec-15,1,520,88,135.1547592,570.0720392,GRAMPIAN,412.437,845.816,N,98.9873418,123250,9.601995867,4.66418027,urban
31719,Dec-15,1,191,53,53.47075931,225.5354156,GRAMPIAN,380.265,827.197,N,98.5119048,233000,10.13831867,4.847262369,smalltown
31723,Dec-15,1,182,53,50.624793,213.5313558,GRAMPIAN,373.057,849.693,N,98.8311688,113250,10.73909961,5.212985907,smalltown
31808,Dec-15,1,144,44,37.58532495,158.5319153,GRAMPIAN,357.626,816.473,N,99.072643,231000,9.71823514,5.022588694,rural
31812,Dec-15,1,24,5,5.001013701,21.09387856,GRAMPIAN,337.493,811.893,Y,99.4334278,225761,8.029638678,3.726533645,rural
31901,Dec-15,1,373,100,100.8971026,425.5759644,GRAMPIAN,395.806,830.649,N,98.4764543,165000,10.29436471,4.980388177,urban
31916,Dec-15,1,112,28,32.84126858,138.5218623,GRAMPIAN,389.349,827.357,Y,99.2307692,245000,11.1884148,5.408332968,rural
32001,Dec-15,1,138,46,42.57466455,179.5765534,GRAMPIAN,363.244,827.984,N,99.4720169,199950,10.50709761,5.168491734,rural
32021,Dec-15,1,565,140,137.7653009,581.0830964,GRAMPIAN,377.384,821.712,N,96.6555184,155000,9.859404003,4.892458659,urban
32035,Dec-15,1,171,35,40.16701719,169.4212881,GRAMPIAN,373.215,816.04,N,98.002103,157000,10.49011725,5.191020935,smalltown
32092,Dec-15,1,209,31,53.00308716,223.5628117,GRAMPIAN,352.658,839.486,N,99.1452991,123000,9.967269057,5.06915584,smalltown
32110,Dec-15,1,36,9,7.109741412,29.98832455,GRAMPIAN,349.916,826.871,Y,99.7214485,201750,9.005227524,4.300793737,rural
32209,Dec-15,1,243,74,93.16995457,392.9834679,GRAMPIAN,383.483,806.308,Y,98.44479,210000,9.851876112,4.805374175,urban
32290,Dec-15,1,129,46,45.3153143,191.1363964,GRAMPIAN,353.566,798.71,N,99.4462901,290000,9.496886769,4.830505551,rural
32317,Dec-15,1,52,16,15.01039869,63.31266941,GRAMPIAN,337.017,796.071,N,99.445061,225000,8.712420874,4.237005591,rural
32321,Dec-15,1,4,2,4.147070392,17.49201351,GRAMPIAN,314.94,791.602,N,98.0144404,225000,7.426689108,3.426390893,rural
32341,Dec-15,1,45,8,13.02757154,54.94926198,GRAMPIAN,362.513,801.989,N,98.8673139,337500,9.35336447,4.70435177,rural
32406,Dec-15,1,181,36,84.75145646,357.4749116,GRAMPIAN,369.715,795.638,N,97.9744136,235000,8.793766995,4.304777733,smalltown
32411,Dec-15,1,359,92,88.43257041,373.0015579,GRAMPIAN,392.489,796.623,Y,96.6459627,185000,10.55285011,5.215744192,rural
32425,Dec-15,1,430,130,86.49499629,364.8290241,GRAMPIAN,387.212,786.172,N,96.915777,152789,10.00982731,4.945111573,urban
32500,Dec-15,1,55,19,11.86383333,50.04070666,GRAMPIAN,372.776,778.862,Y,98.6238532,205000,10.79178118,5.360279711,rural
32514,Dec-15,1,149,34,37.29614583,157.3121807,GRAMPIAN,382.895,772.705,N,99.3067591,205000,10.32941183,5.11669891,rural
32529,Dec-15,1,133,35,35.15138817,148.2657632,GRAMPIAN,371.073,771.231,N,98.3972125,182556,10.95016973,5.50975759,rural
32586,Dec-15,1,255,80,63.33140844,267.1268504,GRAMPIAN,342.478,865.069,N,99.3037424,124475,8.86615219,4.308758655,smalltown
32622,Dec-15,1,179,41,36.90219935,155.6505458,GRAMPIAN,341.582,864.68,N,99.1504854,124475,8.667415074,4.080807439,smalltown
